Heure;IP source;IP destination;Flag;Seq;Length
11:42:05;BP-Linux8.ssh;192.168.190.130.50019:;[P.];2243505564:2243505672,;"108
"
11:42:05;BP-Linux8.ssh;192.168.190.130.50019:;[P.];108:144,;"36
"
11:42:05;BP-Linux8.ssh;192.168.190.130.50019:;[P.];144:252,;"108
"
11:42:05;BP-Linux8.ssh;192.168.190.130.50019:;[P.];252:288,;"36
"
11:42:05;192.168.190.130.50019;BP-Linux8.ssh:;[.];1601828178:1601828214,;"0
"
11:42:05;192.168.190.130.50019;BP-Linux8.ssh:;[.];1:37,;"0
"
11:42:05;192.168.190.130.50019;BP-Linux8.ssh:;[.];37:153,;"0
"
11:42:05;192.168.190.130.50019;BP-Linux8.ssh:;[.];153:189,;"0
"
11:42:06;BP-Linux8.58466;ns1.lan.rt.domain:;[P.];326991629:326991749,;"36
"
11:42:06;ns1.lan.rt.domain;BP-Linux8.58466:;[P.];920517760:920517880,;"36
"
11:42:07;192.168.190.130.50245;BP-Linux8.ssh:;[P.];556803824:556803944,;"116
"
11:42:07;BP-Linux8.ssh;192.168.190.130.50245:;[P.];1921632185:1921632305,;"36
"
11:42:07;BP-Linux8.53220;ns1.lan.rt.domain:;[S];1170972654:1170972774,;120:
11:42:07;ns1.lan.rt.domain;BP-Linux8.53220:;[S];754504426:754504546,;120:
11:42:07;BP-Linux8.ssh;192.168.190.130.50245:;[S];669863147:669863267,;120:
11:42:07;BP-Linux8.ssh;192.168.190.130.50245:;[S];1036593434:1036593554,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2465;184.107.43.74.http:;[S];473640609:473640729,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2466;184.107.43.74.http:;[S];294639309:294639429,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2467;184.107.43.74.http:;[S];2003734750:2003734870,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2468;184.107.43.74.http:;[S];943277646:943277766,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2469;184.107.43.74.http:;[S];612921749:612921869,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2470;184.107.43.74.http:;[S];1079269685:1079269805,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2471;184.107.43.74.http:;[S];1427118982:1427119102,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2472;184.107.43.74.http:;[S];1481846896:1481847016,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2473;184.107.43.74.http:;[S];807245684:807245804,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2474;184.107.43.74.http:;[S];29032482:29032602,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2475;184.107.43.74.http:;[S];2121432424:2121432544,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2476;184.107.43.74.http:;[S];266983944:266984064,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2477;184.107.43.74.http:;[S];780253659:780253779,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2478;184.107.43.74.http:;[S];426927737:426927857,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2479;184.107.43.74.http:;[S];2059846495:2059846615,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2480;184.107.43.74.http:;[S];485695892:485696012,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2481;184.107.43.74.http:;[S];1506899314:1506899434,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2482;184.107.43.74.http:;[S];1974670292:1974670412,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2483;184.107.43.74.http:;[S];984948282:984948402,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2484;184.107.43.74.http:;[S];2071134208:2071134328,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2485;184.107.43.74.http:;[S];582048290:582048410,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2486;184.107.43.74.http:;[S];1414722580:1414722700,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2487;184.107.43.74.http:;[S];1376167161:1376167281,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2488;184.107.43.74.http:;[S];793373662:793373782,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2489;184.107.43.74.http:;[S];586859843:586859963,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2490;184.107.43.74.http:;[S];1313429529:1313429649,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2491;184.107.43.74.http:;[S];599747608:599747728,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2492;184.107.43.74.http:;[S];1764270382:1764270502,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2493;184.107.43.74.http:;[S];1266534982:1266535102,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2494;184.107.43.74.http:;[S];1923888203:1923888323,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2495;184.107.43.74.http:;[S];477956184:477956304,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2496;184.107.43.74.http:;[S];1697346829:1697346949,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2497;184.107.43.74.http:;[S];1581732153:1581732273,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2498;184.107.43.74.http:;[S];2134846905:2134847025,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2499;184.107.43.74.http:;[S];5001436:5001556,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2500;184.107.43.74.http:;[S];100084791:100084911,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2501;184.107.43.74.http:;[S];1351883007:1351883127,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2502;184.107.43.74.http:;[S];892547770:892547890,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2503;184.107.43.74.http:;[S];203925976:203926096,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2504;184.107.43.74.http:;[S];93263311:93263431,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2505;184.107.43.74.http:;[S];589592255:589592375,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2506;184.107.43.74.http:;[S];1666861586:1666861706,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2507;184.107.43.74.http:;[S];1444571600:1444571720,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2508;184.107.43.74.http:;[S];702975955:702976075,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2509;184.107.43.74.http:;[S];2016486038:2016486158,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2510;184.107.43.74.http:;[S];1002497398:1002497518,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2511;184.107.43.74.http:;[S];294189577:294189697,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2512;184.107.43.74.http:;[S];1398461889:1398462009,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2513;184.107.43.74.http:;[S];1995017329:1995017449,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2514;184.107.43.74.http:;[S];921320533:921320653,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2515;184.107.43.74.http:;[S];248505708:248505828,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2516;184.107.43.74.http:;[S];558621145:558621265,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2517;184.107.43.74.http:;[S];1118905776:1118905896,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2518;184.107.43.74.http:;[S];1158043116:1158043236,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2519;184.107.43.74.http:;[S];1469406826:1469406946,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2520;184.107.43.74.http:;[S];492373102:492373222,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2521;184.107.43.74.http:;[S];1687855121:1687855241,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2522;184.107.43.74.http:;[S];1360633195:1360633315,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2523;184.107.43.74.http:;[S];1274977706:1274977826,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2524;184.107.43.74.http:;[S];549939990:549940110,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2525;184.107.43.74.http:;[S];1109408249:1109408369,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2526;184.107.43.74.http:;[S];1283855019:1283855139,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2527;184.107.43.74.http:;[S];623143483:623143603,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2528;184.107.43.74.http:;[S];709005792:709005912,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2529;184.107.43.74.http:;[S];1528805205:1528805325,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2530;184.107.43.74.http:;[S];940059508:940059628,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2531;184.107.43.74.http:;[S];1190337142:1190337262,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2532;184.107.43.74.http:;[S];1484037464:1484037584,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2533;184.107.43.74.http:;[S];566224598:566224718,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2534;184.107.43.74.http:;[S];788308167:788308287,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2535;184.107.43.74.http:;[S];96067834:96067954,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2536;184.107.43.74.http:;[S];1226579504:1226579624,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2537;184.107.43.74.http:;[S];1551737466:1551737586,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2538;184.107.43.74.http:;[S];368629672:368629792,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2539;184.107.43.74.http:;[S];527715727:527715847,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2540;184.107.43.74.http:;[S];1897998019:1897998139,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2541;184.107.43.74.http:;[S];1187006652:1187006772,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2542;184.107.43.74.http:;[S];836414851:836414971,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2543;184.107.43.74.http:;[S];97200857:97200977,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2544;184.107.43.74.http:;[S];964382000:964382120,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2545;184.107.43.74.http:;[S];64311516:64311636,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2546;184.107.43.74.http:;[S];1940462409:1940462529,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2547;184.107.43.74.http:;[S];709004881:709005001,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2548;184.107.43.74.http:;[S];1783812004:1783812124,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2549;184.107.43.74.http:;[S];2027959598:2027959718,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2550;184.107.43.74.http:;[S];763370841:763370961,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2551;184.107.43.74.http:;[S];629902483:629902603,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2552;184.107.43.74.http:;[S];1167925997:1167926117,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2553;184.107.43.74.http:;[S];1590590930:1590591050,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2554;184.107.43.74.http:;[S];1025391341:1025391461,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2555;184.107.43.74.http:;[S];22267219:22267339,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2556;184.107.43.74.http:;[S];1838110461:1838110581,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2557;184.107.43.74.http:;[S];1314325144:1314325264,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2558;184.107.43.74.http:;[S];1221538397:1221538517,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2559;184.107.43.74.http:;[S];121272366:121272486,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2560;184.107.43.74.http:;[S];1689815904:1689816024,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2561;184.107.43.74.http:;[S];424777574:424777694,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2562;184.107.43.74.http:;[S];1811461816:1811461936,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2563;184.107.43.74.http:;[S];891455149:891455269,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2564;184.107.43.74.http:;[S];378465819:378465939,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2565;184.107.43.74.http:;[S];1060801994:1060802114,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2566;184.107.43.74.http:;[S];887047860:887047980,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2567;184.107.43.74.http:;[S];1083782921:1083783041,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2568;184.107.43.74.http:;[S];1055260995:1055261115,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2569;184.107.43.74.http:;[S];1170111755:1170111875,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2570;184.107.43.74.http:;[S];1956050927:1956051047,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2571;184.107.43.74.http:;[S];1016109235:1016109355,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2572;184.107.43.74.http:;[S];1684776979:1684777099,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2573;184.107.43.74.http:;[S];503501716:503501836,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2574;184.107.43.74.http:;[S];1864451598:1864451718,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2575;184.107.43.74.http:;[S];289557681:289557801,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2576;184.107.43.74.http:;[S];138098778:138098898,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2577;184.107.43.74.http:;[S];1203053650:1203053770,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2578;184.107.43.74.http:;[S];2045943531:2045943651,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2579;184.107.43.74.http:;[S];155613128:155613248,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2580;184.107.43.74.http:;[S];1854989337:1854989457,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2581;184.107.43.74.http:;[S];1464992055:1464992175,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2582;184.107.43.74.http:;[S];1763007414:1763007534,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.mon;184.107.43.74.http:;[S];1769477762:1769477882,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2584;184.107.43.74.http:;[S];927510383:927510503,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2585;184.107.43.74.http:;[S];262496618:262496738,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2586;184.107.43.74.http:;[S];1944187333:1944187453,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2587;184.107.43.74.http:;[S];1368242046:1368242166,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2588;184.107.43.74.http:;[S];1996469549:1996469669,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2589;184.107.43.74.http:;[S];755440943:755441063,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2590;184.107.43.74.http:;[S];2061395892:2061396012,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2591;184.107.43.74.http:;[S];1161699354:1161699474,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2592;184.107.43.74.http:;[S];628612553:628612673,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2593;184.107.43.74.http:;[S];126113657:126113777,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2594;184.107.43.74.http:;[S];545657814:545657934,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2595;184.107.43.74.http:;[S];118227196:118227316,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2596;184.107.43.74.http:;[S];2052107445:2052107565,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2597;184.107.43.74.http:;[S];791895479:791895599,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2598;184.107.43.74.http:;[S];1716341514:1716341634,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2599;184.107.43.74.http:;[S];1585739250:1585739370,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.zebrasrv;184.107.43.74.http:;[S];1570200442:1570200562,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.zebra;184.107.43.74.http:;[S];1478292369:1478292489,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.ripd;184.107.43.74.http:;[S];178640618:178640738,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.ripngd;184.107.43.74.http:;[S];1503505816:1503505936,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.ospfd;184.107.43.74.http:;[S];1661422384:1661422504,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.bgpd;184.107.43.74.http:;[S];369358272:369358392,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.ospf6d;184.107.43.74.http:;[S];64354808:64354928,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.ospfapi;184.107.43.74.http:;[S];884510772:884510892,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.isisd;184.107.43.74.http:;[S];1885396166:1885396286,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2609;184.107.43.74.http:;[S];817987225:817987345,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2610;184.107.43.74.http:;[S];2132864374:2132864494,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2611;184.107.43.74.http:;[S];1242566005:1242566125,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2612;184.107.43.74.http:;[S];1759567823:1759567943,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2613;184.107.43.74.http:;[S];1151909946:1151910066,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2614;184.107.43.74.http:;[S];1189070135:1189070255,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2615;184.107.43.74.http:;[S];651075127:651075247,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2616;184.107.43.74.http:;[S];1947905188:1947905308,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2617;184.107.43.74.http:;[S];581296706:581296826,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2618;184.107.43.74.http:;[S];66975375:66975495,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2619;184.107.43.74.http:;[S];253927097:253927217,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2620;184.107.43.74.http:;[S];1897592815:1897592935,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2621;184.107.43.74.http:;[S];616917477:616917597,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2622;184.107.43.74.http:;[S];1868567734:1868567854,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2623;184.107.43.74.http:;[S];1986188842:1986188962,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2624;184.107.43.74.http:;[S];1095894460:1095894580,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2625;184.107.43.74.http:;[S];1890826048:1890826168,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2626;184.107.43.74.http:;[S];194243508:194243628,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2627;184.107.43.74.http:;[S];205737932:205738052,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.dict;184.107.43.74.http:;[S];569721151:569721271,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2629;184.107.43.74.http:;[S];855051032:855051152,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2630;184.107.43.74.http:;[S];499983177:499983297,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2631;184.107.43.74.http:;[S];1074718027:1074718147,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2632;184.107.43.74.http:;[S];1910064303:1910064423,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2633;184.107.43.74.http:;[S];1037178976:1037179096,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2634;184.107.43.74.http:;[S];2107051510:2107051630,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2635;184.107.43.74.http:;[S];338653346:338653466,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2636;184.107.43.74.http:;[S];396310051:396310171,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2637;184.107.43.74.http:;[S];196892786:196892906,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2638;184.107.43.74.http:;[S];624912323:624912443,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2639;184.107.43.74.http:;[S];1418281182:1418281302,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2640;184.107.43.74.http:;[S];1247502939:1247503059,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2641;184.107.43.74.http:;[S];97958320:97958440,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2642;184.107.43.74.http:;[S];1359696980:1359697100,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2643;184.107.43.74.http:;[S];349835797:349835917,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2644;184.107.43.74.http:;[S];367768365:367768485,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2645;184.107.43.74.http:;[S];455081173:455081293,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2646;184.107.43.74.http:;[S];1262849347:1262849467,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2647;184.107.43.74.http:;[S];444010779:444010899,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2648;184.107.43.74.http:;[S];727345824:727345944,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2649;184.107.43.74.http:;[S];32346209:32346329,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2650;184.107.43.74.http:;[S];760422680:760422800,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2651;184.107.43.74.http:;[S];514200755:514200875,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2652;184.107.43.74.http:;[S];2058081561:2058081681,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2653;184.107.43.74.http:;[S];818181888:818182008,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2654;184.107.43.74.http:;[S];928174225:928174345,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2655;184.107.43.74.http:;[S];1336469386:1336469506,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2656;184.107.43.74.http:;[S];1786409770:1786409890,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2657;184.107.43.74.http:;[S];324755237:324755357,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2658;184.107.43.74.http:;[S];1452211016:1452211136,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2659;184.107.43.74.http:;[S];1443530962:1443531082,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2660;184.107.43.74.http:;[S];1153766108:1153766228,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2661;184.107.43.74.http:;[S];1082899630:1082899750,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2662;184.107.43.74.http:;[S];158165907:158166027,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2663;184.107.43.74.http:;[S];289629244:289629364,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2664;184.107.43.74.http:;[S];366984968:366985088,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2665;184.107.43.74.http:;[S];349800942:349801062,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2666;184.107.43.74.http:;[S];576730512:576730632,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2667;184.107.43.74.http:;[S];1444083729:1444083849,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2668;184.107.43.74.http:;[S];1001269731:1001269851,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2669;184.107.43.74.http:;[S];2020684489:2020684609,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2670;184.107.43.74.http:;[S];1625641890:1625642010,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2671;184.107.43.74.http:;[S];1063644873:1063644993,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2672;184.107.43.74.http:;[S];432651757:432651877,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2673;184.107.43.74.http:;[S];1092359524:1092359644,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2674;184.107.43.74.http:;[S];1245120321:1245120441,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2675;184.107.43.74.http:;[S];1258702515:1258702635,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2676;184.107.43.74.http:;[S];1588187279:1588187399,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2677;184.107.43.74.http:;[S];1348940311:1348940431,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2678;184.107.43.74.http:;[S];984972391:984972511,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2679;184.107.43.74.http:;[S];1223629343:1223629463,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2680;184.107.43.74.http:;[S];2097257378:2097257498,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2681;184.107.43.74.http:;[S];71311878:71311998,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2682;184.107.43.74.http:;[S];2102444544:2102444664,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2683;184.107.43.74.http:;[S];1658802345:1658802465,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2684;184.107.43.74.http:;[S];1706050817:1706050937,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2685;184.107.43.74.http:;[S];1024880538:1024880658,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2686;184.107.43.74.http:;[S];951760893:951761013,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2687;184.107.43.74.http:;[S];1125618004:1125618124,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2688;184.107.43.74.http:;[S];1871207110:1871207230,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2689;184.107.43.74.http:;[S];345771930:345772050,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2690;184.107.43.74.http:;[S];140327075:140327195,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2691;184.107.43.74.http:;[S];261155005:261155125,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2692;184.107.43.74.http:;[S];1791155350:1791155470,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2693;184.107.43.74.http:;[S];593526721:593526841,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2694;184.107.43.74.http:;[S];1252865659:1252865779,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2695;184.107.43.74.http:;[S];1988673484:1988673604,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2696;184.107.43.74.http:;[S];1003267489:1003267609,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2697;184.107.43.74.http:;[S];1020861834:1020861954,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2698;184.107.43.74.http:;[S];1338056601:1338056721,;120:
11:42:07;190-0-175-100.gba.solunet.com.ar.2699;184.107.43.74.http:;[S];808637873:808637993,;120:
